filename,Class
2529_hmi.M_720s.20160415_070000_TAI.3.magnetogram_224.png,C
2164_hmi.M_720s.20140916_080000_TAI.1.magnetogram_224.png,C
1861_hmi.M_720s.20131013_224800_TAI.1.magnetogram_224.png,C
1665_hmi.M_720s.20130203_020000_TAI.1.magnetogram_224.png,C
1402_hmi.M_720s.20120123_213600_TAI.1.magnetogram_224.png,C
1719_hmi.M_720s.20130414_183600_TAI.1.magnetogram_224.png,C
1784_hmi.M_720s.20130706_044800_TAI.1.magnetogram_224.png,C
1476_hmi.M_720s.20120512_134800_TAI.1.magnetogram_224.png,C
1261_hmi.M_720s.20110731_122400_TAI.1.magnetogram_224.png,C
1522_hmi.M_720s.20120713_220000_TAI.1.magnetogram_224.png,C
1450_hmi.M_720s.20120405_172400_TAI.1.magnetogram_224.png,C
1973_hmi.M_720s.20140215_010000_TAI.1.magnetogram_224.png,C
1164_hmi.M_720s.20110302_000000_TAI.1.magnetogram_224.png,C
2209_hmi.M_720s.20141118_143600_TAI.1.magnetogram_224.png,C
2034_hmi.M_720s.20140420_102400_TAI.1.magnetogram_224.png,C
2362_hmi.M_720s.20150607_063600_TAI.1.magnetogram_224.png,C
1577_hmi.M_720s.20120924_160000_TAI.1.magnetogram_224.png,C
1339_hmi.M_720s.20111106_091200_TAI.1.magnetogram_224.png,C
1164_hmi.M_720s.20110305_122400_TAI.1.magnetogram_224.png,C
2096_hmi.M_720s.20140625_110000_TAI.1.magnetogram_224.png,C
2699_hmi.M_720s.20180207_103600_TAI.3.magnetogram_224.png,C
1834_hmi.M_720s.20130901_132400_TAI.1.magnetogram_224.png,C
2546_hmi.M_720s.20160524_023600_TAI.3.magnetogram_224.png,C
2257_hmi.M_720s.20150112_010000_TAI.1.magnetogram_224.png,C
2135_hmi.M_720s.20140808_120000_TAI.1.magnetogram_224.png,C
1982_hmi.M_720s.20140227_220000_TAI.1.magnetogram_224.png,C
2248_hmi.M_720s.20141228_024800_TAI.1.magnetogram_224.png,C
1917_hmi.M_720s.20131212_170000_TAI.1.magnetogram_224.png,C
1944_hmi.M_720s.20140110_161200_TAI.1.magnetogram_224.png,C
2415_hmi.M_720s.20150917_161200_TAI.1.magnetogram_224.png,C
1391_hmi.M_720s.20120112_093600_TAI.1.magnetogram_224.png,C
1785_hmi.M_720s.20130711_113600_TAI.1.magnetogram_224.png,C
1564_hmi.M_720s.20120903_130000_TAI.1.magnetogram_224.png,C
1713_hmi.M_720s.20130404_064800_TAI.1.magnetogram_224.png,C
1618_hmi.M_720s.20121125_053600_TAI.1.magnetogram_224.png,C
2021_hmi.M_720s.20140404_030000_TAI.1.magnetogram_224.png,C
1363_hmi.M_720s.20111202_142400_TAI.1.magnetogram_224.png,C
1334_hmi.M_720s.20111031_051200_TAI.1.magnetogram_224.png,C
1756_hmi.M_720s.20130523_084800_TAI.1.magnetogram_224.png,C
2113_hmi.M_720s.20140711_082400_TAI.1.magnetogram_224.png,C
2250_hmi.M_720s.20141228_123600_TAI.1.magnetogram_224.png,C
2367_hmi.M_720s.20150617_040000_TAI.1.magnetogram_224.png,C
1543_hmi.M_720s.20120813_032400_TAI.1.magnetogram_224.png,C
2109_hmi.M_720s.20140708_212400_TAI.1.magnetogram_224.png,C
1469_hmi.M_720s.20120426_211200_TAI.1.magnetogram_224.png,C
2360_hmi.M_720s.20150608_141200_TAI.1.magnetogram_224.png,C
1162_hmi.M_720s.20110219_224800_TAI.1.magnetogram_224.png,C
1330_hmi.M_720s.20111025_141200_TAI.1.magnetogram_224.png,C
2454_hmi.M_720s.20151121_043600_TAI.1.magnetogram_224.png,C
1261_hmi.M_720s.20110731_161200_TAI.1.magnetogram_224.png,C
2305_hmi.M_720s.20150327_171200_TAI.1.magnetogram_224.png,C
1989_hmi.M_720s.20140302_121200_TAI.1.magnetogram_224.png,C
2671_hmi.M_720s.20170820_013600_TAI.3.magnetogram_224.png,C
1319_hmi.M_720s.20111015_003600_TAI.1.magnetogram_224.png,C
1515_hmi.M_720s.20120630_202400_TAI.1.magnetogram_224.png,C
1542_hmi.M_720s.20120810_032400_TAI.1.magnetogram_224.png,C
1885_hmi.M_720s.20131105_084800_TAI.1.magnetogram_224.png,C
2468_hmi.M_720s.20151218_051200_TAI.1.magnetogram_224.png,C
2096_hmi.M_720s.20140629_203600_TAI.1.magnetogram_224.png,C
2422_hmi.M_720s.20150923_051200_TAI.1.magnetogram_224.png,C
1756_hmi.M_720s.20130523_054800_TAI.1.magnetogram_224.png,C
2107_hmi.M_720s.20140707_233600_TAI.1.magnetogram_224.png,C
1117_hmi.M_720s.20101025_101200_TAI.1.magnetogram_224.png,C
2157_hmi.M_720s.20140906_200000_TAI.1.magnetogram_224.png,C
1338_hmi.M_720s.20111105_104800_TAI.1.magnetogram_224.png,C
1893_hmi.M_720s.20131117_143600_TAI.1.magnetogram_224.png,C
1631_hmi.M_720s.20121215_000000_TAI.1.magnetogram_224.png,C
1554_hmi.M_720s.20120825_000000_TAI.1.magnetogram_224.png,C
1296_hmi.M_720s.20110919_051200_TAI.1.magnetogram_224.png,C
2177_hmi.M_720s.20141004_032400_TAI.1.magnetogram_224.png,C
2544_hmi.M_720s.20160514_192400_TAI.3.magnetogram_224.png,C
2216_hmi.M_720s.20141126_062400_TAI.1.magnetogram_224.png,C
2208_hmi.M_720s.20141112_024800_TAI.1.magnetogram_224.png,C
2230_hmi.M_720s.20141208_090000_TAI.1.magnetogram_224.png,C
2149_hmi.M_720s.20140829_091200_TAI.1.magnetogram_224.png,C
2222_hmi.M_720s.20141201_183600_TAI.1.magnetogram_224.png,C
2038_hmi.M_720s.20140421_012400_TAI.1.magnetogram_224.png,C
1976_hmi.M_720s.20140218_133600_TAI.1.magnetogram_224.png,C
2565_hmi.M_720s.20160719_130000_TAI.3.magnetogram_224.png,C
2615_hmi.M_720s.20161203_041200_TAI.3.magnetogram_224.png,C
2100_hmi.M_720s.20140630_001200_TAI.1.magnetogram_224.png,C
2565_hmi.M_720s.20160717_230000_TAI.3.magnetogram_224.png,C
2164_hmi.M_720s.20140916_182400_TAI.1.magnetogram_224.png,C
2002_hmi.M_720s.20140314_202400_TAI.1.magnetogram_224.png,C
1613_hmi.M_720s.20121115_013600_TAI.1.magnetogram_224.png,C
1484_hmi.M_720s.20120522_023600_TAI.1.magnetogram_224.png,C
2149_hmi.M_720s.20140830_193600_TAI.1.magnetogram_224.png,C
2436_hmi.M_720s.20151020_013600_TAI.1.magnetogram_224.png,C
2053_hmi.M_720s.20140504_050000_TAI.1.magnetogram_224.png,C
2015_hmi.M_720s.20140324_234800_TAI.1.magnetogram_224.png,C
2034_hmi.M_720s.20140419_051200_TAI.1.magnetogram_224.png,C
1982_hmi.M_720s.20140224_044800_TAI.1.magnetogram_224.png,C
2366_hmi.M_720s.20150609_230000_TAI.1.magnetogram_224.png,C
1354_hmi.M_720s.20111126_151200_TAI.1.magnetogram_224.png,C
2280_hmi.M_720s.20150206_093600_TAI.1.magnetogram_224.png,C
1499_hmi.M_720s.20120609_101200_TAI.1.magnetogram_224.png,C
2470_hmi.M_720s.20151216_174800_TAI.1.magnetogram_224.png,C
1450_hmi.M_720s.20120405_112400_TAI.1.magnetogram_224.png,C
1169_hmi.M_720s.20110309_012400_TAI.1.magnetogram_224.png,C
2320_hmi.M_720s.20150407_092400_TAI.1.magnetogram_224.png,C
1718_hmi.M_720s.20130409_041200_TAI.1.magnetogram_224.png,C
2674_hmi.M_720s.20170901_161200_TAI.3.magnetogram_224.png,C
1877_hmi.M_720s.20131026_130000_TAI.1.magnetogram_224.png,C
2293_hmi.M_720s.20150303_193600_TAI.1.magnetogram_224.png,C
2437_hmi.M_720s.20151027_154800_TAI.1.magnetogram_224.png,C
2109_hmi.M_720s.20140706_091200_TAI.1.magnetogram_224.png,C
2529_hmi.M_720s.20160411_042400_TAI.1.magnetogram_224.png,C
2524_hmi.M_720s.20160322_174800_TAI.1.magnetogram_224.png,C
2152_hmi.M_720s.20140904_040000_TAI.1.magnetogram_224.png,C
1166_hmi.M_720s.20110312_174800_TAI.1.magnetogram_224.png,C
2146_hmi.M_720s.20140822_033600_TAI.1.magnetogram_224.png,C
1432_hmi.M_720s.20120316_233600_TAI.1.magnetogram_224.png,C
2108_hmi.M_720s.20140706_070000_TAI.1.magnetogram_224.png,C
2026_hmi.M_720s.20140406_114800_TAI.1.magnetogram_224.png,C
1542_hmi.M_720s.20120811_050000_TAI.1.magnetogram_224.png,C
1161_hmi.M_720s.20110217_160000_TAI.1.magnetogram_224.png,C
2002_hmi.M_720s.20140312_003600_TAI.1.magnetogram_224.png,C
1539_hmi.M_720s.20120804_001200_TAI.1.magnetogram_224.png,C
1696_hmi.M_720s.20130313_143600_TAI.1.magnetogram_224.png,C
2280_hmi.M_720s.20150206_000000_TAI.1.magnetogram_224.png,C
2277_hmi.M_720s.20150131_061200_TAI.1.magnetogram_224.png,C
1598_hmi.M_720s.20121025_223600_TAI.1.magnetogram_224.png,C
1112_hmi.M_720s.20101017_172400_TAI.1.magnetogram_224.png,C
1755_hmi.M_720s.20130528_233600_TAI.1.magnetogram_224.png,C
1110_hmi.M_720s.20100927_194800_TAI.1.magnetogram_224.png,C
1579_hmi.M_720s.20120926_182400_TAI.1.magnetogram_224.png,C
2002_hmi.M_720s.20140317_113600_TAI.1.magnetogram_224.png,C
1499_hmi.M_720s.20120604_163600_TAI.1.magnetogram_224.png,C
1692_hmi.M_720s.20130312_051200_TAI.1.magnetogram_224.png,C
1861_hmi.M_720s.20131012_182400_TAI.1.magnetogram_224.png,C
2139_hmi.M_720s.20140818_162400_TAI.1.magnetogram_224.png,C
1564_hmi.M_720s.20120906_012400_TAI.1.magnetogram_224.png,C
2470_hmi.M_720s.20151216_082400_TAI.1.magnetogram_224.png,C
1897_hmi.M_720s.20131115_200000_TAI.1.magnetogram_224.png,C
2157_hmi.M_720s.20140906_191200_TAI.1.magnetogram_224.png,C
1535_hmi.M_720s.20120802_231200_TAI.1.magnetogram_224.png,C
2335_hmi.M_720s.20150504_073600_TAI.1.magnetogram_224.png,C
1791_hmi.M_720s.20130715_102400_TAI.1.magnetogram_224.png,C
1395_hmi.M_720s.20120111_102400_TAI.1.magnetogram_224.png,C
1263_hmi.M_720s.20110803_084800_TAI.1.magnetogram_224.png,C
2035_hmi.M_720s.20140419_084800_TAI.1.magnetogram_224.png,C
1387_hmi.M_720s.20111227_142400_TAI.1.magnetogram_224.png,C
1889_hmi.M_720s.20131104_151200_TAI.1.magnetogram_224.png,C
2349_hmi.M_720s.20150522_044800_TAI.1.magnetogram_224.png,C
1357_hmi.M_720s.20111122_124800_TAI.1.magnetogram_224.png,C
2080_hmi.M_720s.20140606_204800_TAI.1.magnetogram_224.png,C
2277_hmi.M_720s.20150206_044800_TAI.1.magnetogram_224.png,C
2571_hmi.M_720s.20160807_162400_TAI.3.magnetogram_224.png,C
2152_hmi.M_720s.20140901_130000_TAI.1.magnetogram_224.png,C
2443_hmi.M_720s.20151108_173600_TAI.1.magnetogram_224.png,C
1564_hmi.M_720s.20120903_053600_TAI.1.magnetogram_224.png,C
